counterparty_country,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
AUT,29,309.48117647058825,34,127.05,0.5322151888681752,4.0,1079.47,4.0,1.0672731558992434,270.17403222155014,274.23702761247523,274.23702761247523,10522.36,72994.00768685121,75205.9473137255,75205.9473137255
PRT,25,462.6108000000001,50,285.28,5.546923552194702,14.5,2662.17,9.36,2.3752479990768958,582.5032010584663,588.4170907590178,588.4170907590178,23130.540000000005,339309.97924336,346234.67269730614,346234.67269730614
CAN,29,305.9997297297297,37,303.9,7.987171410955316,20.0,1599.55,7.5,2.462837560203039,292.8988432380661,296.93901813603344,296.93901813603344,11321.99,85789.73237019722,88172.78049159159,88172.78049159159
GBR,11,357.688,45,149.8,8.85653311679129,78.0,2748.0,4.95,2.990230886841197,554.2638908301913,560.5269584490845,560.5269584490845,16095.96,307208.4606782222,314190.47114818176,314190.47114818176
AUT,31,184.28999999999996,12,272.01,-1.1020791940051198,18.0,455.28,5.04,0.368493840451616,146.49297463246035,153.0069218279772,153.0069218279772,2211.4799999999996,21460.19161666667,23411.11812727273,23411.11812727273
FIN,12,2284.3380952380953,42,149.8,36.00965246625409,19.6,77183.6,1.25,6.130264209859317,11772.841235151036,11915.54755138198,11915.54755138198,95942.20000000001,1.3859979074807256E8,1.419802734492451E8,1.419802734492451E8
AUS,22,302.49260273972607,73,301.12,25.774537028836956,8.3,2990.0,0.38,4.328659763828145,398.40960424010865,401.16679702957094,401.16679702957094,22081.960000000003,158730.21275076,160934.799038965,160934.799038965
MEX,22,442.0729166666666,72,192.68,52.39517979774723,175.92,10065.0,1.46,7.084404549612769,1212.883488187502,1221.395055687377,1221.395055687377,31829.249999999993,1471086.3559178822,1491805.8820575706,1491805.8820575706
PRT,28,1100.9378333333336,60,378.75,23.916398392930247,3.75,22104.8,2.17,4.846564611749199,3448.2183271225203,3477.3177318601156,3477.3177318601156,66056.27000000002,1.1890209631503634E7,1.209173860830878E7,1.209173860830878E7
RUS,7,252.9617391304348,46,170.91,3.2625366837069274,19.36,1120.11,1.25,1.8039189269600222,247.68894356065388,250.42592105188703,250.42592105188703,11636.240000000002,61349.812762192785,62713.141934685955,62713.141934685955
RUS,14,332.3183333333332,54,116.0,9.220913916358572,14.85,2221.84,3.75,2.7106394825935225,386.13811934356494,389.7639089304152,389.7639089304152,17945.189999999995,149102.64721018518,151915.904704717,151915.904704717
IND,19,312.4006818181819,44,1631.3,4.236401652146463,336.0,1631.3,4.95,1.8473192105112932,324.50011042439456,328.25168142042827,328.25168142042827,13745.630000000003,105300.32166544428,107749.16635533834,107749.16635533834
FRA,24,498.70454545454567,55,305.45,36.2573723567255,33.45,8345.2,2.95,5.808603976883243,1151.962312418278,1162.5797010333883,1162.5797010333883,27428.75000000001,1327017.1692320665,1351591.5612548825,1351591.5612548825
DEU,6,446.3408510638298,47,236.02,14.66506944931055,9.75,4050.61,2.49,3.7663673170258445,720.4830265924288,728.2722586572243,728.2722586572243,20978.02,519095.79160778655,530380.4827296949,530380.4827296949
TUR,17,258.99950000000007,40,259.65,0.8885156221124757,33.2,1077.74,2.6,1.1482171272315502,261.3740733407773,264.70381360721865,264.70381360721865,10359.980000000003,68316.40621475002,70068.10893820516,70068.10893820516
PRT,30,523.8124,25,306.18,14.578702960935189,1.95,3821.36,1.95,3.798436350615348,720.8535988966414,735.7181235606927,735.7181235606927,13095.310000000001,519629.91104224,541281.1573356666,541281.1573356666
GRC,24,416.62461538461537,65,485.25,11.230967380641548,41.66,2949.28,5.95,3.1635719151848973,540.3409328821286,544.545984106476,544.545984106476,27080.6,291968.323747929,296530.3288064904,296530.3288064904
AUS,18,331.1192592592593,54,452.52,2.4064767424223046,2.95,1643.2,2.08,1.463551000635441,343.6010327122618,346.82740427215083,346.82740427215083,17880.440000000002,118061.66968093281,120289.24835415796,120289.24835415796
NLD,20,299.46999999999997,43,335.3,1.5126020106841995,6.36,1139.04,1.9,1.1173196491746598,241.90620032047212,244.76909524225948,244.76909524225948,12877.21,58518.60975348838,59911.909985714294,59911.909985714294
BRA,13,368.2927272727274,66,118.25,22.966308971017032,2506.0,4161.06,0.72,4.493527453141706,605.4791405774274,610.1188953299196,610.1188953299196,24307.320000000007,366604.9896743801,372245.06643860135,372245.06643860135
USA,27,372.7224,50,1827.91,4.551851849241068,19.95,1827.91,7.5,1.8263538871235652,344.6839223611105,348.1833412393124,348.1833412393124,18636.12,118807.00633424004,121231.63911657147,121231.63911657147
CAN,28,381.0424528301886,53,98.7,21.964133292491578,8.2,3855.84,2.1,4.317799859091549,579.5505500016295,585.0966146448533,585.0966146448533,20195.249999999996,335878.84000719123,342338.04846886796,342338.04846886796
CAN,31,429.9576923076923,26,147.75,7.852736876734806,10.95,2949.28,2.16,2.695101475692811,619.5998961756114,631.8703922439013,631.8703922439013,11178.9,383904.0313408285,399260.19259446167,399260.19259446167
NLD,10,238.61361702127664,47,175.53,-0.790401359671598,14.9,667.2,1.95,0.5791978404410102,196.33230296883093,198.45487603883475,198.45487603883475,11214.840000000002,38546.37318904482,39384.337823589274,39384.337823589274
CAN,15,407.19771929824566,57,422.81,6.821399829784701,7.6,2949.28,3.75,2.6080249498593235,603.5169238459537,608.8816242271491,608.8816242271491,23210.270000000004,364232.6773684827,370736.83232149127,370736.83232149127
NOR,8,408.8791489361703,47,2671.27,19.437686451435418,7.65,4961.2,1.95,4.2382637276508,811.8567138823645,820.6337983026602,820.6337983026602,19217.320000000003,659111.3238758714,673439.8309166513,673439.8309166513
PRT,19,898.9821153846156,52,95.29,37.121304411324594,12.75,19150.66,5.48,5.978373848626816,2701.9118000204517,2728.2725393756255,2728.2725393756255,46747.07000000001,7300327.375089756,7443471.049111124,7443471.049111124
CAN,20,297.4877551020409,49,497.0,11.372855550236453,1.25,1835.6,1.0,2.883146413265881,306.25073930949696,309.424406864755,309.424406864755,14576.900000000005,93789.51532761348,95743.46356360543,95743.46356360543
DEU,10,261.4524324324324,37,50.4,2.7689655999504907,60.25,1162.68,6.69,1.5974969401582537,251.84098850004114,255.31482140688584,255.31482140688584,9673.739999999998,63423.88348867786,65185.65803003002,65185.65803003002
ZAF,1,319.7913333333334,60,30.0,11.571406351486482,12.75,2145.0,10.08,2.993586553369423,346.69824569533404,349.6240211585489,349.6240211585489,19187.480000000003,120199.67356822222,122236.95617107344,122236.95617107344
DEU,28,367.2843859649122,57,313.93,2.107230905768506,19.9,1315.38,4.25,1.324372668348091,279.0488903967198,281.5293737593795,281.5293737593795,20935.209999999995,77868.28323164053,79258.78828934839,79258.78828934839
CAN,4,762.4320000000001,50,1056.63,14.097324089839947,12.5,8915.52,3.75,3.750102902163304,1622.4953857918983,1638.967842481907,1638.967842481907,38121.600000000006,2632491.276916001,2686215.5886897966,2686215.5886897966
CAN,17,353.65083333333337,60,199.65,5.672147122073616,14.11,2007.4,1.95,2.1590193789798393,391.6159898433314,394.9208247200936,394.9208247200936,21219.050000000003,153363.08350097228,155962.4577975989,155962.4577975989
ZAF,3,457.1505769230771,52,248.1,13.717095403870342,7.45,3733.0,1.65,3.5826374947654918,664.4376334494443,670.92010533213,670.92010533213,23771.83000000001,441477.36874389806,450133.7877388765,450133.7877388765
ESP,29,314.02717948717964,39,135.33,21.347766202257134,9.95,3547.34,6.84,4.433855390505931,583.9412543071334,591.5747973082156,591.5747973082156,12247.060000000005,340987.3884817882,349960.74081025633,349960.74081025633
FIN,14,319.8834328358209,67,689.04,21.78574642091861,1.87,2496.0,1.87,3.8849789113365634,342.2705398110447,344.85375034341126,344.85375034341126,21432.19,117149.12242254397,118924.10912591584,118924.10912591584
AUT,20,430.2044444444445,36,223.7,26.4416562846967,17.85,5424.0,13.0,5.148062663163149,875.3646585580602,887.7817987431837,887.7817987431837,15487.360000000002,766263.2854524694,788156.5221796827,788156.5221796827
CHE,31,262.9392,25,455.6,-1.3561688227419393,3.75,612.16,3.75,0.14559070727627896,197.73363742004037,201.81104860983206,201.81104860983206,6573.4800000000005,39098.59136735999,40727.69934099999,40727.69934099999
NLD,6,374.42274509803923,51,383.7,-0.42622214578104023,15.95,967.52,2.1,0.610677857690149,264.35077423666314,266.98119498630183,266.98119498630183,19095.56,69881.33183952325,71278.95847631371,71278.95847631371
NOR,4,571.3743181818185,44,2730.96,17.738703511252755,8.5,6155.72,7.17,3.963608772793865,1024.140654028355,1035.9808237234802,1035.9808237234802,25140.470000000012,1048864.0792336264,1073256.2671227804,1073256.2671227804
JPN,16,299.29045454545457,44,256.9,3.0578471313316555,40.4,1436.91,5.5,1.836582500583813,331.13369506037714,334.96195744393464,334.96195744393464,13168.78,109649.52400433883,112199.5129346723,112199.5129346723
JPN,13,233.28000000000003,57,180.44,3.8733372947938243,25.0,1080.48,4.25,1.6823955001201274,206.59834758429557,208.43481345666393,208.43481345666393,13296.960000000001,42682.87722456141,43445.07146071429,43445.07146071429
RUS,16,320.84491803278684,61,204.87,34.194981681069855,26.33,4091.46,2.95,5.445327486610817,547.1495393928246,551.6902773284509,551.6902773284509,19571.539999999997,299372.6184577801,304362.1620987431,304362.1620987431
GRC,31,277.3753846153846,13,246.3,0.7067072195252471,5.34,894.64,5.34,0.9808200867034318,244.00371011099193,253.96711354082126,253.96711354082126,3605.879999999999,59537.81054792899,64499.2947602564,64499.2947602564
RUS,5,637.6407936507935,63,440.89,55.33544639637903,20.8,18841.48,4.25,7.492721849842196,2338.0643612234408,2356.844296337454,2356.844296337454,40171.36999999999,5466544.957223176,5554715.037178389,5554715.037178389
ITA,15,753.004375,48,22.2,40.96330653087102,78.96,20277.92,1.45,6.483194729989648,2880.8204897859296,2911.3062116652127,2911.3062116652127,36144.21,8299126.694370444,8475703.858080452,8475703.858080452
AUT,11,334.44188679245286,53,223.7,6.604264141601526,16.3,2037.69,3.39,2.5832953816330226,416.0259740487755,420.0071745589435,420.0071745589435,17725.420000000002,173077.6110832324,176406.02668098686,176406.02668098686
FRA,12,334.4494545454545,55,128.03,6.170086627527722,3.75,1982.41,2.5,2.358888326467899,376.5057952296627,379.97596808228195,379.97596808228195,18394.719999999998,141756.61384152068,144381.73632006737,144381.73632006737
PRT,9,498.36053571428585,56,188.77,33.913331902669555,8.7,8281.12,2.55,5.61945574419298,1157.3533482606208,1167.8273477070293,1167.8273477070293,27908.190000000006,1339466.7727300697,1363820.7140524348,1363820.7140524348
MEX,28,338.5292592592592,54,572.38,23.923603050877272,17.85,3962.85,2.55,4.484376565189779,588.9092588746929,594.4390445950396,594.4390445950396,18280.579999999998,346814.1151883401,353357.7777390635,353357.7777390635
CHN,14,319.5494545454545,55,275.8,22.976366289064558,987.14,2900.99,1.65,4.260881279042249,421.0473131972363,424.92801563113665,424.92801563113665,17575.219999999998,177280.83995061158,180563.8184682155,180563.8184682155
PRT,4,706.9347761194032,67,438.0,46.33174849369407,32.0,15885.49,1.65,6.6508122237507665,2006.5517828416364,2021.695784723998,2021.695784723998,47364.63000000001,4026250.05722495,4087253.8459707825,4087253.8459707825
SWE,3,497.3559574468086,47,166.74,32.405632804510226,5.95,6930.0,2.5,5.558432818111074,1007.6270205440436,1018.520602222014,1018.520602222014,23375.730000000003,1015312.2125304665,1037384.217150694,1037384.217150694
FRA,3,296.7837209302326,43,246.7,1.1297784366452932,40.71,1219.25,6.2,1.2176539806576363,279.4584207956463,282.7657361628699,282.7657361628699,12761.700000000003,78097.00895359652,79956.46154772978,79956.46154772978
BRA,29,235.62297297297295,37,313.93,-0.5105622780832078,21.7,574.98,4.95,0.22221233998596457,141.8456320977685,143.80221600179541,143.80221600179541,8718.05,20120.183345215486,20679.07732702703,20679.07732702703
CHE,12,278.35634146341454,41,160.6,13.229548145758756,16.95,1995.56,14.85,3.346705152847136,341.01731475071153,345.2537171179776,345.2537171179776,11412.609999999997,116292.80895978585,119200.12918378049,119200.12918378049
AUT,22,387.32360000000017,75,204.15,12.96345522767062,1301.0,3417.12,0.4,3.1730364660564776,529.9554850454012,533.5242491731595,533.5242491731595,29049.27000000001,280852.8161297065,284648.12445578363,284648.12445578363
AUT,27,517.8119047619048,42,1695.12,2.9987536899901848,8.67,2732.92,3.75,1.891935300367689,653.9171752754177,661.843733473202,661.843733473202,21748.1,427607.6721201814,438037.1275377468,438037.1275377468
NOR,29,375.40137931034474,29,1181.0,1.6198300866623079,16.3,1306.49,3.75,1.554220996765724,320.89856164692134,326.5786231710754,326.5786231710754,10886.639999999998,102975.88686706299,106653.59711231524,106653.59711231524
ITA,5,431.8537037037037,27,816.25,3.1590137148636206,13.61,1909.36,13.61,1.873606515723677,456.6592297946609,465.3582824939887,465.3582824939887,11660.05,208537.65215665294,216558.331085755,216558.331085755
DNK,31,362.98608695652183,23,295.06,2.0956938525549083,16.5,1337.78,4.95,1.5483532572812153,330.2015089600148,337.622694192781,337.622694192781,8348.680000000002,109033.03651947071,113989.08363399211,113989.08363399211
CHE,23,366.9106153846154,65,514.41,5.290480284884039,3.4,1833.69,3.4,2.260120995039659,375.5389997851372,378.4615263507512,378.4615263507512,23849.190000000002,141029.5403596213,143233.12692774038,143233.12692774038
GBR,22,653.0524999999999,52,2415.04,37.69712099487378,25.26,13249.94,1.7,6.023550231838416,1857.8077637240528,1875.93314673292,1875.93314673292,33958.729999999996,3451449.686953366,3519125.171011275,3519125.171011275
BRA,28,601.3985526315789,76,137.11,18.572921206904585,25.68,8132.31,2.9,4.1808304766572455,1283.201087332301,1291.7274342024366,1291.7274342024366,45706.29,1646605.0305307999,1668559.7642712104,1668559.7642712104
CHN,25,298.8057142857142,42,318.14,13.797117160695745,3.75,2159.3,3.75,3.367943237662247,364.39555408102007,368.8126311599643,368.8126311599643,12549.839999999997,132784.1198340136,136022.7569031359,136022.7569031359
IND,21,333.0082352941175,51,357.0,29.92900935824489,57.51,3527.64,4.15,5.144608534763839,499.38954233636576,504.35871489925046,504.35871489925046,16983.419999999995,249389.91499492488,254377.7132948234,254377.7132948234
JPN,21,270.4515789473684,57,22.2,3.287814698556769,12.75,1305.6,6.8,1.629172319385677,257.8256087942749,260.11743705480876,260.11743705480876,15415.739999999998,66474.0445501385,67661.0810599624,67661.0810599624
GRC,16,278.09000000000003,45,297.92,16.560946179101947,10.03,2183.82,1.45,3.6499334981522518,352.1301020614083,356.1090995684533,356.1090995684533,12514.050000000001,123995.60877777782,126813.69079545457,126813.69079545457
JPN,12,408.6633333333333,60,142.25,2.321648185563749,4.25,1603.06,4.25,1.658346758410558,388.6535836605938,391.933418885846,391.933418885846,24519.8,151051.60809222222,153611.80483954801,153611.80483954801
GRC,13,455.81689655172414,58,140.4,7.552426564724231,5.25,3209.15,1.65,2.580549627560946,587.7702153176076,592.9036771099929,592.9036771099929,26437.38,345473.82601450675,351534.77033055073,351534.77033055073
CHE,5,342.27347826086947,46,277.65,17.79646886212312,4.1,2843.29,4.1,3.8011037487717947,451.9680186753185,456.96229204129406,456.96229204129406,15744.579999999996,204275.08990529305,208814.5363476329,208814.5363476329
ESP,4,510.7701886792452,53,71.4,14.942957828758765,3.75,5496.0,2.95,3.74735626313003,932.601371222252,941.5259896030702,941.5259896030702,27070.819999999996,869745.3176056248,886471.1890980407,886471.1890980407
CHN,20,334.5922807017543,57,119.65,20.630203298131246,152.64,3160.84,1.65,4.176702429333129,473.16536137705515,477.3713584158323,477.3713584158323,19071.759999999995,223885.45920707917,227883.413835777,227883.413835777
MEX,12,345.7737735849057,53,149.5,14.49148512429386,15.7,2970.0,0.4,3.5598699508729217,495.53643708621433,500.27852060791105,500.27852060791105,18326.010000000002,245556.36048009968,250278.59818164006,250278.59818164006
FIN,21,292.1,67,22.2,13.658057299682412,21.88,2062.44,1.45,3.0496976212299076,312.9337398846742,315.2955374651765,315.2955374651765,19570.7,97927.52555820892,99411.27594545452,99411.27594545452
TUR,15,493.7632758620692,58,30.45,16.975347492186565,39.0,5350.4,0.85,3.9154493200477636,869.1682749050021,876.7594083345301,876.7594083345301,28638.27000000001,755453.4901013374,768707.0601031153,768707.0601031153
SWE,7,362.01219512195115,41,243.0,0.6671104098374578,192.45,1179.64,25.2,1.0208808410432173,278.97072366295913,282.43633136967526,282.43633136967526,14842.499999999996,77824.66466103512,79770.281277561,79770.281277561
CHE,29,270.29228571428587,35,843.78,1.859383445207759,9.95,1072.2,2.08,1.5383171387552301,260.90971513517536,264.7188175724853,264.7188175724853,9460.230000000005,68073.87945191834,70076.05237697477,70076.05237697477
PRT,24,799.6771014492753,69,161.0,34.98478160707481,38.65,15160.9,1.25,5.6849420176923875,2034.1457451425283,2049.048111000426,2049.048111000426,55177.719999999994,4137748.9124814514,4198598.161194414,4198598.161194414
SWE,25,249.10509090909088,55,160.6,0.8968598476015877,3.75,889.38,3.3,1.1406908914651537,221.58264264047665,223.62492215076568,223.62492215076568,13700.779999999999,49098.86751953718,50008.105806936015,50008.105806936015
ITA,11,336.32702127659576,47,331.26,6.879434630815007,8.5,1693.88,8.5,2.195536659649724,300.92646528017576,304.17981891376786,304.17981891376786,15807.37,90556.73750602083,92525.36223441259,92525.36223441259
IND,20,327.45489795918365,49,75.64,1.7284894746661,1301.0,1301.0,2.5,1.4538627106551598,315.3854657213215,318.6537961822258,318.6537961822258,16045.289999999999,99467.99198825486,101540.2418213435,101540.2418213435
ESP,27,399.9993877551021,49,286.5,11.241383969554994,8.3,3449.3,0.5,3.265649663345143,622.014811889419,628.4607333975083,628.4607333975083,19599.97,386902.4262098292,394962.893422534,394962.893422534
MEX,20,477.49604651162787,43,153.5,11.721748140301292,28.3,3953.35,11.25,3.2934970678416726,719.7736846192812,728.2920128961209,728.2920128961209,20532.329999999998,518074.15707041643,530409.2560482835,530409.2560482835
MEX,25,366.7337735849057,53,87.5,12.8807283312042,39.95,3528.34,0.39,3.6051872364545807,689.0315527518657,695.6253063645091,695.6253063645091,19436.890000000003,474764.480687647,483894.56685471715,483894.56685471715
MEX,27,466.5133333333334,63,155.52,7.177492247754545,17.68,2876.0,5.98,2.67713477121547,595.631154306885,600.4154171421112,600.4154171421112,29390.340000000004,354776.47198095225,360498.6731419354,360498.6731419354
FRA,16,283.82499999999993,40,351.43,4.813655262848686,15.0,1117.8,7.5,1.6114234006240553,203.8106822028718,206.4071012990267,206.4071012990267,11352.999999999998,41538.79418,42603.89146666666,42603.89146666666
FRA,29,229.85714285714283,28,213.26,-0.7485655611673274,20.9,599.68,2.95,0.3895218490142755,172.03336341405122,175.19020220060807,175.19020220060807,6435.999999999999,29595.478127551014,30691.606947089942,30691.606947089942
AUS,12,275.25374999999997,40,98.18,1.0107383471468934,50.74,975.54,2.9,1.038203293737815,217.67857138091824,220.45165860798787,220.45165860798787,11010.15,47383.96043843751,48598.93378301283,48598.93378301283
AUS,30,282.19074074074075,27,590.0,8.605962776627281,9.9,1915.6,4.25,2.7348687996297922,390.35230959590683,397.7882598426718,397.7882598426718,7619.15,152374.9256068587,158235.49966866098,158235.49966866098
USA,9,302.89105263157904,57,215.15,6.008711196381277,54.75,1705.65,1.25,2.180883064571193,336.30311136634083,339.29253114639783,339.29253114639783,17264.790000000005,113099.78271468145,115119.42169172934,115119.42169172934
ZAF,2,296.96083333333337,60,5.04,4.3426706632036876,16.65,1518.0,1.65,1.9638919705566351,305.208916439716,307.7845647735654,307.7845647735654,17817.65,93152.48267430553,94731.33831285308,94731.33831285308
GRC,3,344.4195918367348,49,572.38,2.0662470793496324,381.95,1526.92,1.45,1.4682366011453096,331.81033967331257,335.2488806280043,335.2488806280043,16876.560000000005,110098.10151411907,112391.81196232988,112391.81196232988
ESP,20,254.40204081632658,49,373.49,12.276655940308624,23.24,1642.18,2.55,2.920180144132585,267.7032583944744,270.477459519732,270.477459519732,12465.700000000003,71665.03455501872,73158.05610824827,73158.05610824827
PRT,16,438.95972222222224,36,312.98,13.945039109636088,479.8,3825.36,3.2,3.5079611778796664,685.480514410172,695.2041279446988,695.2041279446988,15802.550000000001,469883.535636034,483308.7795113492,483308.7795113492
RUS,11,3880.7089361702124,47,730.88,42.00783668028866,19.8,168469.6,9.15,6.63328562280008,24269.18420879636,24531.56139305794,24531.56139305794,182393.31999999998,5.889933021604905E8,6.017975043813707E8,6.017975043813707E8
ITA,25,323.28761904761905,42,127.98,22.83350794836263,9.95,3694.36,2.95,4.535502198236802,588.33801551412,595.4696457820929,595.4696457820929,13578.08,346141.6204990929,354584.0990478513,354584.0990478513
MEX,18,312.1365714285715,35,346.9,11.794858432706729,9.95,2204.36,1.65,3.1533393287536837,399.73754376692756,405.5734370431056,405.5734370431056,10924.78,159790.10389681632,164489.81283495796,164489.81283495796
NLD,22,479.1922222222222,72,279.0,9.234399817483249,37.5,3705.48,0.95,2.756748620470117,631.4790706882405,635.9105571313064,635.9105571313064,34501.84,398765.8167172839,404382.23667104845,404382.23667104845
AUT,9,498.8158823529413,51,126.43,28.741570266847347,17.0,5735.24,3.75,5.09845996069004,827.936778090222,836.1751578973785,836.1751578973785,25439.610000000004,685479.3085144175,699188.8946847059,699188.8946847059
FRA,10,332.98260869565223,46,70.05,8.68372791300423,9.95,2002.5,2.95,2.8314293340281456,409.54748677489096,414.0730107517797,414.0730107517797,15317.200000000003,167729.14392362948,171456.45823304346,171456.45823304346
FIN,9,348.9220634920636,63,471.3,47.70688876361322,36.15,5735.24,4.41,6.747374392999819,716.5876759727726,722.3434927421741,722.3434927421741,21982.090000000007,513497.8973560593,521780.12150696345,521780.12150696345
ITA,3,315.4047619047619,42,292.95,5.956103033900661,14.45,1715.85,3.3,2.2233954584684854,332.3955719881422,336.4247563339121,336.4247563339121,13247.000000000002,110486.81627732422,113181.61667433212,113181.61667433212
ITA,24,654.2602777777777,36,22.2,3.845734561319457,6.25,4114.08,6.25,2.1870147569038854,1002.3294920375515,1016.5476418024913,1016.5476418024913,23553.369999999995,1004664.410608256,1033369.1080542062,1033369.1080542062
PRT,14,486.6203125,64,783.11,22.279543640357193,29.17,6429.64,4.25,4.677854661645074,1028.547805615958,1036.678744838487,1036.678744838487,31143.7,1057910.5884374024,1074702.8199999009,1074702.8199999009
MEX,30,415.22939393939396,33,273.29,3.5159683415803915,957.9,2039.24,1.95,2.0513189921102444,512.5647202353433,520.511934006677,520.511934006677,13702.57,262722.5924299358,270932.6734433713,270932.6734433713
CHN,31,345.5466666666667,21,273.29,12.880681347539397,19.8,2210.05,14.95,3.6278545479931634,436.6891597805484,447.4732320299544,447.4732320299544,7256.4800000000005,190697.4222698413,200232.29338333337,200232.29338333337
BRA,22,304.5225675675675,74,75.64,36.51593131967196,8.5,3953.35,7.5,5.506462172294353,497.497986077849,500.89391619072285,500.89391619072285,22534.669999999995,247504.24615151566,250894.71527687888,250894.71527687888
NLD,28,328.90660377358495,53,1644.94,29.40929594989411,24.86,4446.88,0.84,5.141024812144837,641.5909660263138,647.7307323885066,647.7307323885066,17432.050000000003,411638.9676865785,419555.10168055113,419555.10168055113
JPN,5,636.4743939393938,66,371.7,54.51816705701523,54.75,15160.9,2.1,7.336110093187508,1850.592304739485,1864.773296065878,1864.773296065878,42007.31,3424691.8783609984,3477379.4457203983,3477379.4457203983
USA,26,366.7722954545456,44,15.0,1.4297246893614544,8.2,1431.6,8.2,1.1866469089521037,312.2977527802142,315.9082513711838,315.9082513711838,16137.981000000005,97529.88639157178,99798.02328439904,99798.02328439904
NOR,24,309.147,50,81.75,9.21813313408475,4.95,2188.5,4.95,2.9468097749333317,427.36901393643416,431.70789689065816,431.70789689065816,15457.349999999999,182644.27407300004,186371.70823775514,186371.70823775514
AUS,25,363.116842105263,57,362.5,3.854148433925043,133.0,1574.52,13.95,1.7365599067514919,305.6596528715173,308.3766809969696,308.3766809969696,20697.659999999993,93427.82339353646,95096.17738270675,95096.17738270675
CAN,7,221.86608695652174,46,303.4,2.503166431184334,30.0,1025.35,0.0,1.6171797627566833,240.79457528988462,243.45536960353178,243.45536960353178,10205.84,57982.02748903591,59270.51698879226,59270.51698879226
FIN,17,404.5327868852459,61,314.1,14.25855592358371,7.91,3680.4,4.95,3.5842547497061434,612.8846000010628,617.970866465756,617.970866465756,24676.5,375627.5329184628,381887.99180043716,381887.99180043716
JPN,7,403.62234042553183,47,244.19,0.5212176480112047,5.1,1491.0,4.3,1.105008496182583,364.53105857352557,368.47204941613285,368.47204941613285,18970.249999999996,132882.89266473515,135771.65120092503,135771.65120092503
FIN,18,741.9766666666669,66,328.8,45.11579016788265,11.2,16774.72,2.9,6.5271340323398395,2138.7637017143124,2155.152935272422,2155.152935272422,48970.460000000014,4574310.171770709,4644684.1744133355,4644684.1744133355
ZAF,26,276.32666666666665,45,5.9,1.9534405109847999,59.4,1088.86,5.9,1.4723924911945547,267.09377271329674,270.11187724213966,270.11187724213966,12434.699999999999,71339.08342222223,72960.42622727274,72960.42622727274
NLD,29,252.53849999999997,20,547.1,2.2449154654531878,24.8,938.39,22.76,1.5707522529166822,221.6321455762904,227.3897834874594,227.3897834874594,5050.7699999999995,49120.80795274999,51706.113634473666,51706.113634473666
JPN,28,563.8183636363636,55,511.8,34.9053422366422,128.09,8801.51,1.65,5.700337820143775,1221.1730072215046,1232.4282959094958,1232.4282959094958,31010.010000000002,1491263.513566413,1518879.5045583835,1518879.5045583835
ITA,4,312.7078048780488,41,522.7,23.211621250408754,13.0,2613.36,2.49,4.503551441805869,402.1266812986357,407.122235339168,407.122235339168,12821.020000000002,161705.86781225452,165748.5145075609,165748.5145075609
ESP,16,476.6826530612243,49,17.85,17.68803104703833,15.0,4414.88,3.3,3.779463634502645,701.841392172356,709.11455422348,709.11455422348,23357.44999999999,492581.3397664308,502843.45101156476,502843.45101156476
ESP,15,370.1021249999999,80,349.15,27.039183453652864,16.5,4037.77,7.5,4.703891942702876,531.9086018755802,535.2645253994733,535.2645253994733,29608.16999999999,282926.7607492344,286508.11215112347,286508.11215112347
MEX,4,240.38,46,450.92,4.069235890975048,11.2,1141.24,2.1,1.7974569167653345,223.832847902179,226.30621412394115,226.30621412394115,11057.48,50101.14379999999,51214.5025511111,51214.5025511111
TUR,10,259.1002777777778,36,258.9,7.890735407598626,7.25,1809.6,2.95,2.6541349343886367,359.3793899015829,364.4772245244735,364.4772245244735,9327.610000000002,129153.54588603394,132843.6471970635,132843.6471970635
CHE,30,347.1760975609756,41,355.75,32.92021362915382,257.79,5405.48,2.95,5.7846514914761045,816.5811038352948,826.7253574309852,826.7253574309852,14234.220000000001,666804.6991408685,683474.8166193903,683474.8166193903
CHN,6,247.34388888888884,54,15.9,1.1979888167943598,17.0,925.64,1.95,0.9357795822750455,190.9032744458193,192.69583278157222,192.69583278157222,13356.569999999998,36444.0601941358,37131.683971383645,37131.683971383645
JPN,4,415.57204545454556,44,523.86,2.099935724741636,25.4,1821.6,0.85,1.5958292820423667,442.0095280728457,447.1196345788802,447.1196345788802,18285.170000000006,195372.42290717977,199915.9676259514,199915.9676259514
AUS,29,212.4117857142857,28,307.39,-0.8341783791419566,24.75,532.17,4.25,0.4270500450565042,153.89317157536752,156.71713504021068,156.71713504021068,5947.53,23683.108257525502,24560.26041521163,24560.26041521163
FRA,26,321.1179069767441,43,892.8,14.470799742972002,41.0,2505.84,8.5,3.411015997484295,419.8598783955392,424.82880731149277,424.82880731149277,13808.069999999998,176282.31748631698,180479.51552170547,180479.51552170547
