counterparty_country,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
USA,11,4205.288372093023,43,113.48,38.01339171139531,168469.6,168469.6,1.65,6.325173263105642,25348.14562935943,25648.134126152327,25648.134126152327,180827.4,6.425284868472136E8,6.578267841530997E8,6.578267841530997E8
BRA,15,524.9988524590163,61,97.2,33.845841932476084,8.85,7952.68,2.5,5.557965962923146,1084.1835628153615,1093.181091056583,1093.181091056583,32024.929999999997,1175453.997879011,1195044.8978436613,1195044.8978436613
BRA,12,439.7833333333334,63,92.75,15.607129499452046,17.34,4446.88,0.72,3.804098007039559,733.2798617756487,739.1697544804643,739.1697544804643,27706.350000000006,537699.3556857144,546371.9259387099,546371.9259387099
MEX,26,263.8221052631579,38,356.87,-1.1525636976108558,37.6,640.0,8.5,0.2972712211741316,191.11344718665896,193.67884314486852,193.67884314486852,10025.24,36524.34969556788,37511.49428193458,37511.49428193458
GRC,23,296.67708620689666,58,150.68,2.2408138892236984,91.25,1396.96,1.45,1.6731917760232136,316.51977862285014,319.28419598826,319.28419598826,17207.271000000008,100184.77025945808,101942.39780786962,101942.39780786962
AUT,24,504.18940298507465,67,218.05,7.560543381093616,23.4,3782.52,0.72,2.633068735611506,687.0692016003217,692.2547031016148,692.2547031016148,33780.69,472064.0877877034,479216.57396630495,479216.57396630495
BRA,18,339.72857142857134,56,17.85,33.330603783386955,13.3,4314.72,3.32,5.44992983937793,592.4810081990229,597.8429365687905,597.8429365687905,19024.799999999996,351033.7450765307,357416.1768051949,357416.1768051949
BRA,8,463.63016949152535,59,33.15,4.940884099853538,91.25,2876.85,0.85,2.2461346136934237,589.4222012045801,594.4817120399674,594.4817120399674,27354.179999999997,347418.5312728525,353408.5059499707,353408.5059499707
MEX,8,377.69157894736844,57,394.18,8.805687074754594,6.17,2924.0,5.9,2.8235944496128793,534.7526928052063,539.5061435562736,539.5061435562736,21528.420000000002,285960.4424624193,291066.8789349625,291066.8789349625
IND,4,327.61437500000005,48,295.5,4.816063590385988,9.95,1608.66,1.65,2.141033915946701,356.21994758567735,359.9895758177915,359.9895758177915,15725.490000000003,126892.65105794273,129592.49469747343,129592.49469747343
ITA,23,257.6002941176471,34,540.38,12.208339744111885,6.25,1687.17,4.15,3.099504404226206,300.8263434811959,305.35030174980795,305.35030174980795,8758.41,90496.48893226645,93238.80677869877,93238.80677869877
ESP,8,321.83761194029853,67,349.15,2.6287389080402788,15.0,1444.8,4.95,1.7866422184733153,335.5043223072312,338.0364663226554,338.0364663226554,21563.120000000003,112563.15028683445,114268.6525639077,114268.6525639077
ESP,10,339.5012708333333,48,375.65,8.507002566483605,89.55,2263.8,4.15,2.712902359342034,415.8374124854238,420.2379309311161,420.2379309311161,16296.060999999998,172920.7536225725,176599.91859326552,176599.91859326552
ZAF,11,405.0646938775511,49,89.14,14.703580793937824,664.86,3155.95,5.47,3.459519790070844,514.7945398799529,520.1293408098205,520.1293408098205,19848.170000000006,265013.4182902124,270534.5311712585,270534.5311712585
GBR,2,300.4765454545454,55,263.62,38.27004053140269,59.85,4105.94,1.45,5.977519988319055,551.5014805064382,556.5845509135361,556.5845509135361,16526.209999999995,304153.8830007932,309786.3623156227,309786.3623156227
ESP,11,336.93423076923085,52,1526.92,22.560715870260815,12.48,3221.88,4.95,4.4036303697312515,481.69043913215813,486.38996933730624,486.38996933730624,17520.580000000005,232025.67915133137,236575.2022719457,236575.2022719457
CHN,2,290.6078571428572,56,34.8,4.681616842808737,27.5,1560.34,1.06,2.1256956534974534,337.1587988709808,340.2100719139401,340.2100719139401,16274.040000000003,113676.05565612247,115742.89303168832,115742.89303168832
SWE,27,381.9096428571426,56,440.89,16.354600245960288,8.25,3744.0,0.85,3.743489134352675,599.535499779872,604.9612710037028,604.9612710037028,21386.939999999988,359442.81549630093,365978.1394144155,365978.1394144155
IND,10,272.10522727272735,44,308.8,9.312299319880013,4.95,1697.98,4.95,2.5672287385626227,299.2161423581215,302.67540343432796,302.67540343432796,11972.630000000003,89530.29984767563,91612.39984413321,91612.39984413321
GBR,3,395.7193181818184,44,1914.24,5.298648319997417,1.7,2365.91,1.7,2.3292446356355225,501.5859303449306,507.3848042677764,507.3848042677764,17411.65000000001,251588.44551998956,257439.3396018498,257439.3396018498
NLD,26,435.5788235294118,34,508.2,5.3234884565285086,1.65,2076.0,1.65,2.236333890896162,437.9809244554507,444.56747336521545,444.56747336521545,14809.680000000002,191827.29018685123,197640.23837433156,197640.23837433156
GBR,25,950.862222222222,36,499.89,19.474183835184192,19.95,13760.02,4.24,4.365563234978835,2412.072490610871,2446.2879937840644,2446.2879937840644,34231.03999999999,5818093.699961728,5984324.9485320635,5984324.9485320635
ESP,30,271.42781249999996,32,194.85,3.4677188567711736,12.5,1348.58,2.88,1.9973907116402887,321.08472777576924,326.2224096427543,326.2224096427543,8685.689999999999,103095.40241083984,106421.060553125,106421.060553125
NOR,17,335.45468085106376,47,247.8,0.7833426704491568,13.38,1039.09,3.3,1.0309597496143346,252.63486514875166,255.36613225660972,255.36613225660972,15766.369999999997,63824.37508872793,65211.86150370028,65211.86150370028
FIN,6,532.2318571428568,70,1680.88,49.66351826641639,12.75,13760.02,5.95,6.924595406841266,1702.2621975303446,1714.553058928772,1714.553058928772,37256.22999999998,2897696.5891408375,2939692.191882009,2939692.191882009
FRA,8,297.97166666666664,42,76.5,-0.05281279591937027,64.7,971.65,3.9,1.0278669743981539,270.4137453265051,273.6916073721205,273.6916073721205,12514.809999999998,73123.59366150794,74907.09594593495,74907.09594593495
GRC,17,483.2939999999999,50,283.52,38.67179276082164,37.5,7480.06,2.95,6.15630528600169,1035.7327595668683,1046.248082552555,1046.248082552555,24164.699999999997,1072742.34924,1094635.0502448978,1094635.0502448978
USA,14,432.39938775510194,49,286.92,2.2721190401738047,9.72,1687.17,3.95,1.373635368998347,350.9176717705303,354.55422145519674,354.55422145519674,21187.569999999996,123143.21236084965,125708.69595170068,125708.69595170068
CHN,4,425.02684210526314,38,1003.2,0.30240238759200855,23.0,1440.96,17.45,0.9463630746962143,344.34241563568264,348.9646683045339,348.9646683045339,16151.02,118571.69920581722,121776.33972489336,121776.33972489336
RUS,28,501.36862745098045,51,1368.4,13.42998509495683,4.1,4415.44,3.75,3.4018257450499045,743.8750816673233,751.2770060823626,751.2770060823626,25569.800000000003,553350.137125567,564417.1398680783,564417.1398680783
TUR,16,382.1178787878788,33,858.0,0.24008922167106084,10.2,1221.55,10.2,0.9306715567130079,291.1570602473244,295.6713924037712,295.6713924037712,12609.89,84772.43373186409,87421.57228598485,87421.57228598485
RUS,30,521.0583999999999,25,290.51,5.6950088560694,10.74,3200.0,10.74,2.4390051847772374,721.5609193501543,736.4400294755847,736.4400294755847,13026.459999999997,520650.16033344,542343.917014,542343.917014
FRA,7,367.3476744186046,43,384.68,2.2993980415048343,165.0,1561.09,3.75,1.4900559588566695,339.5833355255889,343.6022131133146,343.6022131133146,15795.949999999997,115316.84176668468,118062.48085636765,118062.48085636765
FRA,1,336.41981818181813,55,191.06,2.604564878296353,23.7,1484.25,1.95,1.637007165143926,333.7539174655532,336.8300554653357,336.8300554653357,18503.089999999997,111391.67742360328,113454.48626478111,113454.48626478111
IND,22,296.66814285714287,70,950.09,0.26596085743681863,25.26,1018.51,1.7,0.8878690797594395,247.25096372652197,249.0361924240747,249.0361924240747,20766.77,61133.03906369389,62019.02513708076,62019.02513708076
AUT,23,335.4488235294118,68,207.5,10.51480819832008,16.95,2735.16,3.3,2.8885681946890283,451.9248034161585,455.28488539292835,455.28488539292835,22810.520000000004,204236.02794273352,207284.32686725192,207284.32686725192
PRT,27,1248.3707462686566,67,261.76,51.51415539569156,32.53,38970.0,2.08,7.088935829533707,4856.512547339562,4893.1659922132685,4893.1659922132685,83640.84,2.3585714122466605E7,2.3943073427352462E7,2.3943073427352462E7
DNK,20,370.82323529411764,34,444.42,20.953563326822145,13.0,3417.12,11.7,4.436774789642217,570.5292126960134,579.1090807999587,579.1090807999587,12607.99,325503.5825395328,335367.3274649732,335367.3274649732
NOR,21,392.8255319148936,47,154.8,4.492761429545522,128.09,1912.06,5.95,2.097456964826122,403.3772564491728,407.7382183930001,407.7382183930001,18462.8,162713.21102046175,166250.45473829788,166250.45473829788
BRA,21,322.13686274509803,51,198.0,24.95960891890434,40.71,2949.12,3.75,4.587761112340154,428.40630197800704,432.66915624523176,432.66915624523176,16428.98,183531.95957447134,187202.59876596078,187202.59876596078
BRA,24,400.4607500000001,80,438.0,18.240371255804888,19.8,4463.08,2.15,4.101113735698954,754.6548789161426,759.4161556686623,759.4161556686623,32036.860000000008,569503.9862719378,576712.89749057,576712.89749057
TUR,29,307.80750000000006,24,510.0,1.8036436620150793,13.35,1337.78,3.3,1.5298602791972369,348.2823911982201,355.77319206690976,355.77319206690976,7387.380000000002,121300.62401875002,126574.56419347828,126574.56419347828
JPN,2,322.6496551724138,58,308.28,5.803449314247539,14.85,1852.68,3.9,2.2243487344187343,350.4216862727333,353.4821957895898,353.4821957895898,18713.68,122795.35821022594,124949.6627402299,124949.6627402299
GBR,19,290.1672222222223,36,350.24,0.8852376736489966,60.18,1128.6,2.73,1.49254570424652,327.5736753058692,332.22034250617554,332.22034250617554,10446.020000000002,107304.51275339503,110370.3559749206,110370.3559749206
NLD,7,291.0806382978724,47,203.3,-0.7450590938193624,23.7,806.47,5.55,0.516517459714441,226.42480228782784,228.87270912969575,228.87270912969575,13680.79,51268.19109108193,52382.71698436632,52382.71698436632
FRA,31,400.7466666666666,18,208.97,1.4059801540650172,51.19,1351.45,12.75,1.203730104118718,329.43592310695766,338.9867682477574,338.9867682477574,7213.439999999999,108528.0274333333,114912.0290470588,114912.0290470588
BRA,19,391.21285714285716,56,670.55,12.178851121488467,51.19,3200.28,4.25,3.141147608160893,540.483685328357,545.3750400986438,545.3750400986438,21907.920000000002,292122.6141061224,297433.93436259736,297433.93436259736
IND,30,322.73357142857145,28,365.55,5.219423302752443,79.5,1718.4,1.65,2.418014380428439,412.53755771197274,420.10768560607295,420.10768560607295,9036.54,170187.23652295923,176490.46750529105,176490.46750529105
USA,7,3545.0303703703707,54,684.26,48.94221561984967,168469.6,168469.6,1.45,7.134641492448782,22662.490218715542,22875.2882226702,22875.2882226702,191431.64,5.135884629133777E8,5.2327881127023387E8,5.2327881127023387E8
MEX,17,381.73333333333335,54,14.85,25.382412838590152,61.2,4366.78,2.55,4.633416460863656,638.5692366069171,644.5653234281517,644.5653234281517,20613.600000000002,407770.66994074086,415464.4561660378,415464.4561660378
GRC,22,289.6026923076923,78,277.05,3.8811079391793193,26.1,1592.49,2.9,1.8141363738593475,313.1333238646861,315.16009792869335,315.16009792869335,22589.01,98052.47851454637,99325.88732642359,99325.88732642359
ITA,28,393.98000000000013,44,390.66,36.64903590714459,102.0,7059.54,2.37,6.120018768215085,1031.4039655202557,1043.3281069240272,1043.3281069240272,17335.120000000006,1063794.140090909,1088533.5386976744,1088533.5386976744
NLD,31,387.6472222222222,18,481.14,8.56388421777088,27.15,2626.3,9.96,2.9758288413735894,590.3351995905523,607.4499089376017,607.4499089376017,6977.65,348495.64787561726,368995.3918683006,368995.3918683006
ZAF,7,378.4476056338029,71,248.16,2.8118796884602792,13.05,1866.3,4.14,1.7467065002410225,409.82059915461804,412.7375085570724,412.7375085570724,26869.780000000006,167952.9234914501,170352.25096989938,170352.25096989938
DEU,26,844.891081081081,37,480.68,16.010731658398182,11816.64,11816.64,15.78,4.100567358481147,2204.6763114598807,2235.0870764640417,2235.0870764640417,31260.969999999998,4860597.638312344,4995614.239376577,4995614.239376577
ZAF,13,395.9817647058825,51,283.52,8.669006311000006,3.75,3056.72,1.45,2.866522690193161,598.3439327917101,604.2977504068863,604.2977504068863,20195.070000000007,358015.46190865047,365175.7711468235,365175.7711468235
USA,13,3150.9706666666666,60,192.6,54.99425238527463,116.56,168469.6,6.25,7.548666358374032,21524.75949716906,21706.406257631064,21706.406257631064,189058.24,4.6331527141096956E8,4.7116807262132496E8,4.7116807262132496E8
TUR,9,326.76020408163265,49,172.54,-0.06181893812019901,8.7,1063.84,1.17,0.8628109764088299,287.7874055156475,290.7697380767254,290.7697380767254,16011.25,82821.59077342773,84547.04058120748,84547.04058120748
GBR,1,541.0878571428572,42,184.1,34.82474879719887,12.75,10992.96,2.0,5.986848436717257,1655.6197351812398,1675.6885859172473,1675.6885859172473,22725.69,2741076.7075215983,2807932.2369733443,2807932.2369733443
DEU,30,964.5426086956521,23,89.14,16.558881304626897,517.51,13031.5,2.95,4.231771807935031,2620.4545908996606,2679.3485643838153,2679.3485643838153,22184.48,6866782.262967107,7178908.729465612,7178908.729465612
TUR,11,419.5266666666668,51,2567.64,5.428453316035602,29.7,2567.64,1.25,2.328337743497123,513.7096074924677,518.8212717754222,518.8212717754222,21395.860000000008,263897.5608300653,269175.5120466666,269175.5120466666
DNK,2,446.06000000000006,52,303.5,34.41921750556951,59.4,5639.52,2.75,5.631438539520842,782.2538100848776,789.8857353006019,789.8857353006019,23195.120000000003,611921.0233923078,623919.4748313726,623919.4748313726
RUS,23,241.85215686274515,51,81.18,3.7674560073759125,436.2,1152.52,2.49,1.5252675176448227,219.91329008082135,222.10153591827077,222.10153591827077,12334.460000000003,48361.855154171484,49329.09225725492,49329.09225725492
GBR,31,246.12277777777777,18,395.76,-1.1762005998449065,32.1,716.11,4.95,0.47594565348960605,235.5498473738404,242.37879333088517,242.37879333088517,4430.21,55483.73059783951,58747.47945653595,58747.47945653595
CHE,11,235.75204081632657,49,50.55,0.6675810258710886,30.7,859.01,1.45,1.0473108304083347,210.4194840340152,212.60005506211647,212.60005506211647,11551.850000000002,44276.35926114118,45198.78341241495,45198.78341241495
AUT,7,800.8766037735849,53,328.8,45.294730930013024,10.95,22775.93,4.25,6.790409500040865,3089.585724594586,3119.1518118829767,3119.1518118829767,42446.46,9545539.949618652,9729108.025572857,9729108.025572857
DEU,21,346.40930232558134,43,22.2,1.4262416040082346,2.5,1298.18,2.1,1.4336230032993187,321.56966910074055,325.37535978353304,325.37535978353304,14895.599999999999,103407.05208555976,105869.12475426355,105869.12475426355
CHE,10,349.2059574468086,47,406.16,11.679067169559604,29.9,2221.84,2.08,3.3220157993268415,429.4310151354388,434.0736475212852,434.0736475212852,16412.680000000004,184410.9967602535,188419.93147243292,188419.93147243292
USA,10,412.908181818182,55,2474.74,7.100720873252897,15.0,2474.74,4.15,2.633814851533802,498.8905062384692,503.488672622926,503.488672622926,22709.95000000001,248891.73721487605,253500.84345959596,253500.84345959596
AUT,8,282.17709090909096,55,38.1,9.656357462000535,174.0,1824.79,6.37,2.5440667501210745,305.19365384604714,308.00655804509734,308.00655804509734,15519.740000000002,93143.16634790084,94868.0397987879,94868.0397987879
PRT,26,274.1535416666666,48,122.15,1.783971204505936,32.45,1155.0,1.17,1.4278402535445323,264.57521532550993,267.3750310235593,267.3750310235593,13159.369999999999,70000.04456453993,71489.40721484929,71489.40721484929
NLD,21,402.74919354838715,62,244.2,22.69470043995253,3.4,3762.66,3.2,4.238925259254663,535.8929835400108,540.2676927267233,540.2676927267233,24970.450000000004,287181.2898074143,291889.1798042571,291889.1798042571
RUS,31,361.0515384615385,13,445.22,-0.7596622998104077,13.44,951.96,10.0,0.6319405951069623,314.8349388989082,327.6905938749273,327.6905938749273,4693.67,99121.03875147927,107381.12531410255,107381.12531410255
MEX,29,331.22333333333324,42,119.65,9.771302671502111,66.25,2662.17,3.75,3.0418412930134844,502.1504100445767,508.2373039200635,508.2373039200635,13911.379999999997,252155.03430793653,258305.15709593496,258305.15709593496
CHN,1,289.53489795918364,49,19.9,1.2138426368522612,24.15,1033.52,2.95,1.304343196884315,247.90569968274968,250.4747392795866,250.4747392795866,14187.21,61457.23593519368,62737.595017176885,62737.595017176885
RUS,22,374.2067857142858,56,204.15,12.462661728717816,39.35,3705.48,1.25,3.303247468762255,637.4342766992506,643.203030270754,643.203030270754,20955.580000000005,406322.4571110969,413710.13814948045,413710.13814948045
FIN,16,277.11954545454546,44,189.8,2.7543361615649484,27.5,1228.24,1.7,1.3890098463730374,250.54058528922238,253.43710446720073,253.43710446720073,12193.26,62770.58487706611,64230.36592071881,64230.36592071881
JPN,19,330.012972972973,37,350.24,8.70587692976374,158.65,1867.86,4.3,2.761430819255972,346.1185748614691,350.8928497012606,350.8928497012606,12210.48,119798.0678641344,123125.79197147147,123125.79197147147
BRA,10,456.3739215686274,51,497.0,12.542735923394602,10.2,3599.4,2.55,3.479178079381759,702.4521077920431,709.441853160859,709.441853160859,23275.069999999996,493438.96374148416,503307.7430163138,503307.7430163138
BRA,17,252.0396721311475,61,142.95,9.199637405147111,134.8,1353.1,2.1,2.4236359319685965,216.63171593151702,218.42952033373155,218.42952033373155,15374.419999999998,46929.300347433484,47711.455353224046,47711.455353224046
CAN,18,254.95021739130434,46,214.74,-0.02647349139285904,38.16,849.04,2.1,0.7228307676411435,202.84671403163279,205.08818223160205,205.08818223160205,11727.71,41146.78939343101,42061.16249106281,42061.16249106281
CAN,8,278.6755555555556,36,193.23,2.7372032527854993,48.61,1109.32,7.9,1.270734001935643,227.7086710573213,230.93874261920558,230.93874261920558,10032.320000000002,51851.23887469136,53332.70284253968,53332.70284253968
PRT,17,540.5042424242424,66,273.3,52.935965372009946,30.25,12341.21,3.3,7.1804596982635385,1514.045240429377,1525.6472893341024,1525.6472893341024,35673.28,2292332.99006685,2327599.6514524943,2327599.6514524943
NOR,13,427.1852941176471,51,129.4,7.411200367559932,4.95,2489.11,3.8,2.386201632947213,444.36951889497624,448.79121505373934,448.79121505373934,21786.450000000004,197464.26932295266,201413.55470941172,201413.55470941172
NLD,3,373.67290322580646,62,540.0,3.166414467372925,83.16,2034.0,1.65,1.9501970426611548,482.9500420813835,486.8925568197928,486.8925568197928,23167.72,233240.7431464101,237064.36188651517,237064.36188651517
AUS,31,468.0121428571428,14,17.4,2.4177945113894417,22.3,2675.28,16.65,1.959969207357978,778.533139079775,807.9220202772674,807.9220202772674,6552.169999999999,606113.8486454083,652737.9908489012,652737.9908489012
GRC,8,304.6355769230769,52,799.4,14.017782398299211,11.1,2232.0,4.95,3.1468879778488614,355.6060488497255,359.07545831260285,359.07545831260285,15841.049999999997,126455.66197851337,128935.18476240578,128935.18476240578
ESP,22,269.94025974025976,77,236.97,4.483722625361994,5.75,1305.6,1.65,1.9381966870662797,268.83838670503565,270.6012802609755,270.6012802609755,20785.4,72274.07816616629,73225.05287887901,73225.05287887901
MEX,15,377.0850000000002,56,365.27,44.510119701624795,9.9,8281.12,1.65,6.629844674165573,1100.7590631079472,1110.7208866382884,1110.7208866382884,21116.760000000013,1211670.5150142857,1233700.8880145454,1233700.8880145454
GBR,26,754.2482051282052,39,0.95,13.942014845945053,261.3,8915.52,0.95,3.9365975687024672,1830.589467717241,1854.5197574785427,1854.5197574785427,29415.680000000004,3351057.7993172915,3439243.530878273,3439243.530878273
IND,3,362.7564615384617,65,261.48,2.699112880283982,1.69,1866.02,1.69,1.677596884366918,396.4180101995319,399.5030217870337,399.5030217870337,23579.17000000001,157147.23881055618,159602.66441697112,159602.66441697112
CHN,21,294.2389285714286,56,22.2,14.21353322420999,97.58,2033.1,1.65,3.195799983303486,315.5850387810288,318.44107019654683,318.44107019654683,16477.38,99593.91670242346,101404.71518792208,101404.71518792208
GRC,2,312.123783783784,74,552.24,7.384083678081717,4.95,2215.25,0.5,2.6116579164053717,427.42671531077525,430.34433768149876,430.34433768149876,23097.160000000014,182693.59696135853,185196.24897452784,185196.24897452784
PRT,13,778.8670689655169,58,39.6,45.93763226635463,4.95,20277.92,1.65,6.733831020571005,2672.228891617741,2695.5675783326083,2695.5675783326083,45174.28999999998,7140807.24919658,7266084.569357923,7266084.569357923
AUS,15,337.18218181818185,55,390.79,11.165253490474202,4.41,2314.48,2.95,2.8712143389260354,383.39337688446835,386.92703109429794,386.92703109429794,18545.02,146990.481438876,149712.5273914478,149712.5273914478
MEX,13,352.09999999999985,64,215.58,8.090153620429295,4.25,2597.4,1.95,2.8737520286174765,529.7954539489745,533.9836254786892,533.9836254786892,22534.39999999999,280683.22302499996,285138.51227936504,285138.51227936504
CAN,22,1032.1240624999998,96,620.0,90.74939415098028,20.65,77183.6,0.0,9.623831312629102,7818.412664892886,7859.454483186421,7859.454483186421,99083.90999999999,6.112757659855748E7,6.177102477327914E7,6.177102477327914E7
CAN,9,360.01159090909096,44,478.89,15.502546783493166,19.8,3599.38,8.45,3.7864477910216863,618.8844356212936,626.039406679815,626.039406679815,15840.510000000002,383017.9446542872,391925.3387160148,391925.3387160148
MEX,24,689.6510000000001,71,9.9,60.82854478816727,10.2,22998.4,1.25,7.785524569376812,2719.0995728909293,2738.452838995015,2738.452838995015,48965.221000000005,7393502.487295634,7499123.951399858,7499123.951399858
NLD,15,704.3913793103447,58,390.79,34.212499323724714,40.4,14415.74,3.75,5.715868353360202,2025.9568732682653,2043.651155712168,2043.651155712168,40854.7,4104501.2523429263,4176510.0462436797,4176510.0462436797
AUS,24,268.9016949152542,59,124.14,7.518564616264378,98.75,1378.48,3.3,2.427999480906673,262.12962039543083,264.3797013254607,264.3797013254607,15865.199999999997,68711.93788865268,69896.6264729398,69896.6264729398
SWE,9,652.342765957447,47,3193.92,15.098994236327485,9.65,8142.75,2.1,4.014899262191035,1599.1908735366733,1616.4799259780525,1616.4799259780525,30660.11000000001,2557411.4500029883,2613007.35109001,2613007.35109001
ZAF,25,482.81875,56,2474.74,22.116546993465075,21.95,5375.28,1.25,4.352727267815115,806.1332149882959,813.428686902909,813.428686902909,27037.850000000002,649850.760307366,661666.2286765908,661666.2286765908
AUT,4,549.2164000000001,50,311.25,23.230014378875563,20.8,7786.0,1.25,4.679118917556677,1220.1790587151709,1232.5669809704511,1232.5669809704511,27460.820000000007,1488836.9353270403,1519221.3625786125,1519221.3625786125
ZAF,22,368.3040298507463,67,2170.9,8.565601206866432,48.65,2263.8,7.8,2.750656328623205,431.3389612401834,434.5943958104821,434.5943958104821,24676.370000000003,186053.2994837604,188872.288869878,188872.288869878
DEU,23,277.7186274509804,51,15.0,35.09572004180639,30.7,3978.99,1.45,5.746013765291166,557.6758497340076,563.2249998393877,563.2249998393877,14163.650000000001,311002.3533765474,317222.4004440783,317222.4004440783
ZAF,10,287.5730952380952,42,301.52,26.006949069512274,62.4,3243.13,0.72,4.916177226368522,500.76084069994414,506.83089069566057,506.83089069566057,12078.07,250761.41957851482,256877.55176335663,256877.55176335663
CAN,6,306.1640845070424,71,309.0,8.87492051668609,9.95,2020.52,2.08,2.608110824284679,342.4095179364289,344.8466271115629,344.8466271115629,21737.65000000001,117244.27797345763,118919.1962302213,118919.1962302213
GBR,7,386.5741666666666,36,243.28,13.182323638260652,29.25,2539.56,2.15,3.304166232341561,441.2229026578982,447.4816961579865,447.4816961579865,13916.669999999998,194677.64982986113,200239.86839642856,200239.86839642856
PRT,15,550.5231343283582,67,306.4,8.629524856908212,206.4,3893.79,2.9,2.9778034226156107,807.8910988940684,813.9884767075971,813.9884767075971,36885.05,652688.0276722654,662577.2402127543,662577.2402127543
SWE,8,397.7219999999999,55,230.25,7.109223158310154,3.3,1827.91,3.3,2.27362931988583,327.41471524324953,330.4324261809846,330.4324261809846,21874.709999999995,107200.39575781817,109185.58827185184,109185.58827185184
IND,28,261.0309615384615,52,133.48,15.680481039495742,15.0,2157.64,1.25,3.4332430998866386,342.3790188983078,345.71938111064577,345.71938111064577,13573.609999999999,117223.3925817678,119521.89047552795,119521.89047552795
GBR,12,423.996304347826,46,1381.92,34.96233318907765,3.75,7298.76,3.75,5.870173286514561,1063.6525225257883,1075.4059458752386,1075.4059458752386,19503.829999999998,1131356.6886754727,1156497.9484238166,1156497.9484238166
GBR,28,633.8458823529411,34,713.88,20.989518036419327,11.7,7398.54,1.25,4.502880996505115,1267.1933220336093,1286.2499300447435,1286.2499300447435,21550.76,1605778.915406575,1654438.8825401075,1654438.8825401075
NLD,18,335.93470588235306,51,444.98,8.634217577855527,3.4,1983.46,2.08,2.6823578540242563,355.31984905816535,358.8554570261009,358.8554570261009,17132.670000000006,126252.19513471742,128777.23903741177,128777.23903741177
USA,29,381.17054054054046,37,514.41,6.344397337897119,336.0,1761.18,1.25,2.2473502942565857,330.74332339032236,335.30551577749327,335.30551577749327,14103.309999999998,109391.14596727537,112429.78891081079,112429.78891081079
DEU,8,345.3756862745098,51,146.61,7.408236514689047,1.65,1894.01,1.65,2.3675348661101343,333.8565813266488,337.178619181317,337.178619181317,17614.16,111460.21689511724,113689.42123301959,113689.42123301959
CHE,7,368.17134615384623,52,136.2,9.589653605036997,9.95,2618.89,9.9,3.0511223405922827,501.6860816403514,506.5806959042736,506.5806959042736,19144.910000000003,251688.92451164935,256624.00146285817,256624.00146285817
TUR,21,307.23807692307696,52,380.46,32.36327694156638,51.0,3376.08,1.65,5.363759592736234,468.8302086701393,473.40427024109505,473.40427024109505,15976.380000000001,219801.76456168637,224111.60308250375,224111.60308250375
FIN,28,485.0312500000001,40,323.04,12.185879394415885,109.54,5176.12,3.75,3.5186072200535037,981.0606805727856,993.5587727139541,993.5587727139541,19401.250000000004,962480.0589659372,987159.0348368587,987159.0348368587
TUR,18,331.35837209302315,43,277.35,3.5039579027799688,39.89,1700.4,2.95,1.837431029785532,356.0714917693332,360.28550225864353,360.28550225864353,14248.409999999996,126786.90725083831,129805.64313776304,129805.64313776304
TUR,1,420.4835555555556,45,211.2,7.743894782831331,3.8,2582.78,1.65,2.631859837936223,513.6572233748258,519.4614440288376,519.4614440288376,18921.760000000002,263843.7431251357,269840.1918325252,269840.1918325252
DEU,3,387.66813559322026,59,198.08,38.67464430384048,28.68,4936.65,3.35,5.928390068491318,646.3761018391128,651.9244963249447,651.9244963249447,22872.419999999995,417802.06502872723,425005.5489085329,425005.5489085329
CAN,26,340.1621739130435,46,569.4,13.514828405556532,14.75,2232.0,2.55,3.291946871852374,366.1876586735814,370.23405398275077,370.23405398275077,15647.460000000001,134093.40136483934,137073.25472850242,137073.25472850242
CHN,23,331.3688636363635,44,514.39,0.9660379744077137,50.0,1238.06,3.95,1.2353078097968344,311.98240515084933,315.5892579833677,315.5892579833677,14580.229999999996,97333.02112370869,99596.57975449262,99596.57975449262
CHN,28,323.6054545454546,44,307.82,17.31194061135298,29.25,2539.56,8.5,3.779730670691268,407.945016768941,412.66130081237407,412.66130081237407,14238.640000000003,166419.13670661158,170289.34918816068,170289.34918816068
IND,12,296.35918032786884,61,219.1,43.85810238179522,19.9,4655.85,1.68,6.401388251560521,596.3397480458,601.2887104802347,601.2887104802347,18077.91,355621.09509932814,361548.1133509836,361548.1133509836
IND,8,385.07564102564095,39,476.76,7.118160751296388,3.8,2184.59,3.8,2.5400155287124577,441.8693814819666,447.64569699234517,447.64569699234517,15017.949999999997,195248.55029125573,200386.67003576248,200386.67003576248
IND,17,282.444,60,4.25,8.362407736926924,3.75,1830.72,1.65,2.694657548495166,351.3779868849687,354.3432545351699,354.3432545351699,16946.64,123466.48966733324,125559.14203457617,125559.14203457617
FIN,4,438.60104166666673,48,2170.9,11.270883968206403,78.16,3609.8,2.46,3.1408673699904863,638.7559730941842,645.5154838007771,645.5154838007771,21052.850000000002,408009.19316349825,416690.2398265514,416690.2398265514
