counterparty_id,acct_last_updated_ts_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
15239,1,167.525,2,318.8,-1.9999999999999996,16.25,318.8,16.25,0.0,151.275,213.93515664798997,213.93515664798997,335.05,22884.125625,45768.25125,45768.25125
14213,1,1192.2,1,1192.2,NaN,1192.2,1192.2,1192.2,NaN,0.0,NaN,NaN,1192.2,0.0,NaN,NaN
70710,1,2548.8,1,2548.8,NaN,2548.8,2548.8,2548.8,NaN,0.0,NaN,NaN,2548.8,0.0,NaN,NaN
14766,1,315.45875000000007,8,180.4,-1.2202467662230196,20.4,628.66,20.4,-0.15246267186805934,206.83627217182553,221.11727589271325,221.11727589271325,2523.6700000000005,42781.24348593749,48892.849698214275,48892.849698214275
69738,1,448.39933333333335,15,612.1,0.9029739357259787,19.8,1351.45,10.15,0.9313366124423867,340.3250153106912,352.2698580728511,352.2698580728511,6725.99,115821.1160462222,124094.05290666665,124094.05290666665
12721,1,383.3257142857143,7,286.6,-0.45348000374422703,27.15,614.32,27.15,-0.5519393727996136,185.09031030107155,199.920384474849,199.920384474849,2683.28,34258.42296734695,39968.16012857144,39968.16012857144
12665,1,32.125,2,63.0,-2.0,1.25,63.0,1.25,0.0,30.875,43.66384373826931,43.66384373826931,64.25,953.265625,1906.53125,1906.53125
12693,1,159.2475,4,162.05,-0.9676184449337044,9.95,239.85,9.95,-0.8349059675316802,91.01673208124977,105.09706953573921,105.09706953573921,636.99,8284.045518750001,11045.394025000001,11045.394025000001
70521,1,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
17995,1,76.1,1,76.1,NaN,76.1,76.1,76.1,NaN,0.0,NaN,NaN,76.1,0.0,NaN,NaN
13226,1,108.21,1,108.21,NaN,108.21,108.21,108.21,NaN,0.0,NaN,NaN,108.21,0.0,NaN,NaN
69579,1,488.57,7,1713.74,1.4252712855137393,30.0,1713.74,30.0,1.6795020902634414,522.931539742195,564.8306186813885,564.8306186813885,3419.99,273457.3952571429,319033.6278000001,319033.6278000001
18170,1,314.505,2,304.21,-1.9999999999999987,324.8,324.8,304.21,0.0,10.295000000000016,14.559328624631036,14.559328624631036,629.01,105.98702500000033,211.97405000000066,211.97405000000066
15349,1,236.905,2,366.11,-2.0,107.7,366.11,107.7,0.0,129.205,182.72346332641575,182.72346332641575,473.81,16693.932025000002,33387.864050000004,33387.864050000004
17960,1,73.78,1,73.78,NaN,73.78,73.78,73.78,NaN,0.0,NaN,NaN,73.78,0.0,NaN,NaN
12560,1,541.6575,4,1292.31,-1.375543532687949,32.62,1292.31,32.62,0.46047340653837804,501.26816707102995,578.8146223892988,578.8146223892988,2166.63,251269.77531875,335026.3670916667,335026.3670916667
12715,1,353.86,1,353.86,NaN,353.86,353.86,353.86,NaN,0.0,NaN,NaN,353.86,0.0,NaN,NaN
14929,1,223.88,1,223.88,NaN,223.88,223.88,223.88,NaN,0.0,NaN,NaN,223.88,0.0,NaN,NaN
17038,1,112.4,1,112.4,NaN,112.4,112.4,112.4,NaN,0.0,NaN,NaN,112.4,0.0,NaN,NaN
14804,1,353.27,1,353.27,NaN,353.27,353.27,353.27,NaN,0.0,NaN,NaN,353.27,0.0,NaN,NaN
70419,1,357.96571428571434,7,261.48,1.238552130285174,349.3,1019.47,120.98,1.6111270813361502,285.54496327734665,308.42381078947966,308.42381078947966,2505.76,81535.92605306124,95125.24706190477,95125.24706190477
69445,1,143.81,2,143.12,-2.0,144.5,144.5,143.12,0.0,0.6899999999999977,0.9758073580374323,0.9758073580374323,287.62,0.47609999999999686,0.9521999999999937,0.9521999999999937
70488,1,462.524,5,344.2,0.03900632146252159,1188.0,1188.0,161.9,1.334405223695432,371.05694234712814,414.85427330569945,414.85427330569945,2312.62,137683.254464,172104.06808,172104.06808
70455,1,600.82,4,390.66,-1.0760960475013748,245.8,1140.76,245.8,0.6577328342572114,339.9921643214737,392.5891351867327,392.5891351867327,2403.28,115594.67179999998,154126.22906666665,154126.22906666665
15823,1,435.38,2,15.0,-1.9999999999999993,855.76,855.76,15.0,0.0,420.38,594.5070973504018,594.5070973504018,870.76,176719.3444,353438.6888,353438.6888
69900,1,673.5361538461538,26,510.95,18.707639884680596,1652.8,8281.12,4.41,4.437012371375878,1561.078809460543,1591.9942623391003,1591.9942623391003,17511.94,2436967.0493467464,2534445.7313206163,2534445.7313206163
69876,1,505.50357142857155,28,692.94,7.554450916634874,32.7,2938.76,0.0,2.743173377238199,610.8003902387558,622.0086717283699,622.0086717283699,14154.100000000004,373077.1167158163,386894.787705291,386894.787705291
70408,1,370.072,10,129.75,-0.12466024236704554,61.2,1224.6,61.2,1.1743665821268179,396.7194627895133,418.1790315110928,418.1790315110928,3700.72,157386.332156,174873.70239555553,174873.70239555553
15159,1,543.1612903225807,31,1822.88,4.77644728234209,27.25,3091.98,8.85,2.091001873208807,664.8785026276603,675.8689745048811,675.8689745048811,16838.000000000004,442063.42325639963,456798.87069827964,456798.87069827964
13295,1,201.2,1,201.2,NaN,201.2,201.2,201.2,NaN,0.0,NaN,NaN,201.2,0.0,NaN,NaN
69888,1,368.78645161290325,31,395.16,1.8559698146525836,39.9,1366.91,13.09,1.6694481333627318,361.6905988642279,367.6693609077626,367.6693609077626,11432.380000000001,130820.08930676382,135180.7589503226,135180.7589503226
16303,1,1353.8575,4,827.18,-0.9794736309222745,54.8,3209.15,54.8,0.6437254035257675,1162.7471225157904,1342.6247283679086,1342.6247283679086,5415.43,1351980.8709187503,1802641.1612250004,1802641.1612250004
13551,1,91.8,1,91.8,NaN,91.8,91.8,91.8,NaN,0.0,NaN,NaN,91.8,0.0,NaN,NaN
70342,1,456.2223076923076,13,409.93,6.728194733459729,13.9,2503.74,13.9,2.821342401561709,611.2455926429602,636.2045837641882,636.2045837641882,5930.8899999999985,373621.1745254437,404756.272402564,404756.272402564
13799,1,344.43,2,341.7,-1.999999999999999,347.16,347.16,341.7,0.0,2.730000000000018,3.860803025278575,3.860803025278575,688.86,7.452900000000099,14.905800000000198,14.905800000000198
69573,1,233.24285714285716,7,560.15,-1.2394978299781363,5.5,560.15,5.5,0.23841630773864322,193.64525479887817,209.1607806381083,209.1607806381083,1632.7,37498.48470612245,43748.23215714286,43748.23215714286
13501,1,685.0849999999999,2,1340.32,-2.0000000000000018,29.85,1340.32,29.85,-4.237589041712672E-16,655.235,926.6422235415349,926.6422235415349,1370.1699999999998,429332.905225,858665.81045,858665.81045
13166,1,209.85,2,417.2,-2.0000000000000018,2.5,417.2,2.5,-4.178765517386191E-16,207.35,293.2371821580613,293.2371821580613,419.7,42994.0225,85988.045,85988.045
17856,1,240.37833333333336,6,482.81,-1.5209939054153239,14.7,585.12,9.54,0.381102239657201,227.4909534037685,249.2038536152013,249.2038536152013,1442.2700000000002,51752.133880555564,62102.560656666676,62102.560656666676
14336,1,403.72749999999996,4,534.42,-1.5339003143691168,500.52,534.42,230.03,-0.3109261253461228,121.97667223182472,140.8465290957975,140.8465290957975,1614.9099999999999,14878.308568749999,19837.74475833333,19837.74475833333
17507,1,265.02,1,265.02,NaN,265.02,265.02,265.02,NaN,0.0,NaN,NaN,265.02,0.0,NaN,NaN
17486,1,396.87,1,396.87,NaN,396.87,396.87,396.87,NaN,0.0,NaN,NaN,396.87,0.0,NaN,NaN
14818,1,183.20999999999998,2,118.25,-1.999999999999998,248.17,248.17,118.25,-4.246900581166392E-16,64.96,91.86731301175624,91.86731301175624,366.41999999999996,4219.801599999999,8439.603199999998,8439.603199999998
14905,1,210.80000000000004,3,308.55,-1.5000000000000007,16.25,308.55,16.25,-0.7070814907624892,137.56817097957895,168.48591187396056,168.48591187396056,632.4000000000001,18925.00166666667,28387.502500000006,28387.502500000006
14513,1,218.42000000000002,2,298.6,-2.000000000000001,138.24,298.6,138.24,0.0,80.18,113.39164343107477,113.39164343107477,436.84000000000003,6428.832400000001,12857.664800000002,12857.664800000002
14019,1,361.06500000000005,4,384.29,-0.9476921937754383,22.65,621.08,22.65,-0.5247103947301459,215.4740086994253,248.8079538519619,248.8079538519619,1444.2600000000002,46429.04842500001,61905.39790000001,61905.39790000001
12571,1,259.805,2,248.35,-2.000000000000003,271.26,271.26,248.35,6.05082918359089E-16,11.454999999999998,16.1998163569838,16.1998163569838,519.61,131.21702499999995,262.4340499999999,262.4340499999999
70632,1,484.1339999999999,5,1862.7,0.146603929525694,10.6,1862.7,10.6,1.4230390042617305,696.5633468852635,778.7814971351079,778.7814971351079,2420.6699999999996,485200.496224,606500.62028,606500.62028
16595,1,360.16,1,360.16,NaN,360.16,360.16,360.16,NaN,0.0,NaN,NaN,360.16,0.0,NaN,NaN
13521,1,364.55,3,287.88,-1.5,368.95,436.82,287.88,-0.10802533988913515,60.88404771914123,74.567425193579,74.567425193579,1093.65,3706.867266666666,5560.300899999999,5560.300899999999
15520,1,343.5,1,343.5,NaN,343.5,343.5,343.5,NaN,0.0,NaN,NaN,343.5,0.0,NaN,NaN
69820,1,310.08863636363634,22,534.0,0.908480670772712,64.11,983.16,12.75,1.297940782003885,260.4724450143947,266.60204706275596,266.60204706275596,6821.949999999999,67845.89461177685,71076.65149805194,71076.65149805194
15984,1,261.51699999999994,10,122.7,-0.3563365256130764,20.7,683.28,20.7,0.9190731874493143,200.71076503516198,211.5677228086658,211.5677228086658,2615.1699999999996,40284.811201,44760.90133444444,44760.90133444444
69672,1,329.2749999999999,24,2022.16,6.709254884835836,10.95,2022.16,3.3,2.611172694729372,444.3814329210887,453.939116306409,453.939116306409,7902.5999999999985,197474.85792500002,206060.7213130435,206060.7213130435
17646,1,255.28000000000003,4,251.0,-1.0280963554490226,12.73,411.54,12.73,-0.7020785108841997,151.219156689885,174.61284164306662,174.61284164306662,1021.1200000000001,22867.233349999995,30489.64446666666,30489.64446666666
69891,1,242.4912,25,39.95,-0.3096529653873339,15.0,775.84,5.95,0.9187206078061317,240.15714287640918,245.10935755494936,245.10935755494936,6062.28,57675.453274560015,60078.59716100001,60078.59716100001
69973,1,350.4512903225806,31,171.04,3.3525822636021925,16.45,1835.6,1.25,1.9564128524524522,432.0448378145561,439.1865586266042,439.1865586266042,10863.989999999998,186662.7418822061,192884.83327827964,192884.83327827964
69956,1,380.5828125,32,361.5,6.102818089493212,98.51,2240.0,2.08,2.2909156274457967,457.55250857985124,464.8738135911749,464.8738135911749,12178.65,209354.29810771486,216107.66256280243,216107.66256280243
14657,1,212.05499999999998,4,416.08,-0.9760874828984312,209.28,416.08,108.32,0.8374459871667618,124.40259914889238,143.64774821300423,143.64774821300423,848.2199999999999,15476.006674999997,20634.67556666666,20634.67556666666
14779,1,174.075,2,262.55,-1.999999999999999,85.6,262.55,85.6,0.0,88.47500000000001,125.12254493095959,125.12254493095959,348.15,7827.825625000001,15655.651250000003,15655.651250000003
17540,1,138.65,2,268.8,-1.9999999999999984,8.5,268.8,8.5,4.224425084115856E-16,130.15,184.05989514285832,184.05989514285832,277.3,16939.022500000003,33878.045000000006,33878.045000000006
15712,1,214.47199999999998,5,299.8,-1.5058676164423195,206.45,307.66,99.6,-0.09925438918102926,80.39727194376685,89.88688263589967,89.88688263589967,1072.36,6463.721336000001,8079.651670000002,8079.651670000002
16427,1,120.53,2,109.8,-1.9999999999999982,131.26,131.26,109.8,-3.681044027313868E-16,10.729999999999997,15.174511524263306,15.174511524263306,241.06,115.13289999999994,230.26579999999987,230.26579999999987
14633,1,344.9,1,344.9,NaN,344.9,344.9,344.9,NaN,0.0,NaN,NaN,344.9,0.0,NaN,NaN
13481,1,301.4683333333333,6,665.28,-1.1813533266204093,15.0,665.28,4.25,0.01995297276307649,233.57621079044463,255.86991909301622,255.86991909301622,1808.81,54557.84624722222,65469.41549666667,65469.41549666667
16162,1,37.4,1,37.4,NaN,37.4,37.4,37.4,NaN,0.0,NaN,NaN,37.4,0.0,NaN,NaN
13525,1,314.39,2,282.88,-2.0000000000000004,345.9,345.9,282.88,0.0,31.50999999999999,44.56186935037621,44.56186935037621,628.78,992.8800999999994,1985.7601999999988,1985.7601999999988
13516,1,310.20500000000004,2,146.0,-1.9999999999999984,474.41,474.41,146.0,0.0,164.205,232.22093800947408,232.22093800947408,620.4100000000001,26963.282025000004,53926.56405000001,53926.56405000001
69291,1,321.14,1,321.14,NaN,321.14,321.14,321.14,NaN,0.0,NaN,NaN,321.14,0.0,NaN,NaN
18024,1,102.6,2,52.2,-2.0000000000000027,153.0,153.0,52.2,4.546618744540669E-16,50.4,71.27636354360399,71.27636354360399,205.2,2540.16,5080.32,5080.32
17298,1,107.64,1,107.64,NaN,107.64,107.64,107.64,NaN,0.0,NaN,NaN,107.64,0.0,NaN,NaN
14108,1,200.5533333333333,3,291.33,-1.5000000000000002,3.75,306.58,3.75,-0.7007560913369789,139.30016662668507,170.6071646600263,170.6071646600263,601.66,19404.536422222223,29106.804633333333,29106.804633333333
13726,1,539.83,2,292.68,-2.0,786.98,786.98,292.68,0.0,247.15,349.52288194051044,349.52288194051044,1079.66,61083.122500000005,122166.24500000001,122166.24500000001
13314,1,243.305,4,499.62,-0.816026842701743,197.28,499.62,89.85,0.8898525809977068,153.78095956587083,177.57095680318895,177.57095680318895,973.22,23648.583525,31531.444699999996,31531.444699999996
16017,1,211.88,1,211.88,NaN,211.88,211.88,211.88,NaN,0.0,NaN,NaN,211.88,0.0,NaN,NaN
70679,1,542.82,1,542.82,NaN,542.82,542.82,542.82,NaN,0.0,NaN,NaN,542.82,0.0,NaN,NaN
13447,1,327.005,2,223.71,-2.0,430.3,430.3,223.71,0.0,103.295,146.08118992532886,146.08118992532886,654.01,10669.857025000001,21339.714050000002,21339.714050000002
16386,1,256.1,1,256.1,NaN,256.1,256.1,256.1,NaN,0.0,NaN,NaN,256.1,0.0,NaN,NaN
15557,1,473.65,1,473.65,NaN,473.65,473.65,473.65,NaN,0.0,NaN,NaN,473.65,0.0,NaN,NaN
70739,1,332.46,1,332.46,NaN,332.46,332.46,332.46,NaN,0.0,NaN,NaN,332.46,0.0,NaN,NaN
16218,1,289.555,6,471.3,-1.657313831492295,29.81,471.3,29.81,-0.2559116823067094,177.36607452291057,194.29479990468093,194.29479990468093,1737.3300000000002,31458.724391666667,37750.46927,37750.46927
17732,1,303.97,1,303.97,NaN,303.97,303.97,303.97,NaN,0.0,NaN,NaN,303.97,0.0,NaN,NaN
70123,1,456.7583870967742,31,230.56,25.080822622570142,15.0,7786.0,1.25,5.15577603809357,1349.3728371097652,1371.6780314565972,1371.6780314565972,14159.51,1820807.053529657,1881500.6219806455,1881500.6219806455
69977,1,1117.6950000000002,30,289.35,24.676919238405677,17.68,22998.4,3.75,5.1467095047033045,4076.240365437045,4145.924735683223,4145.924735683223,33530.850000000006,1.6615735516818335E7,1.718869191395E7,1.718869191395E7
15973,1,171.95666666666668,3,307.82,-1.5000000000000002,10.95,307.82,10.95,-0.29924496736298456,122.49378115733965,150.0236302498154,150.0236302498154,515.87,15004.72642222222,22507.08963333333,22507.08963333333
16525,1,490.99115384615385,26,391.0,-0.48759467487043606,149.76,974.62,149.76,0.7727827765611811,212.25318948997833,216.45663100634127,216.45663100634127,12765.77,45051.41644866864,46853.47310661538,46853.47310661538
13890,1,141.17583333333332,12,190.35,-0.9202563949560143,7.95,310.76,4.95,0.07158179816772281,97.66413496078738,102.00686210948872,102.00686210948872,1694.11,9538.283257638892,10405.399917424245,10405.399917424245
12594,1,310.11800000000005,10,341.0,-1.3035546755347498,18.0,722.4,18.0,0.44359733223859915,265.9132158731491,280.2971406997304,280.2971406997304,3101.1800000000003,70709.83837600001,78566.48708444445,78566.48708444445
18145,1,715.3875,4,609.01,-1.1434274618094504,758.3,1079.47,414.77,0.3481736950469903,242.94269039991715,280.5260554000882,280.5260554000882,2861.55,59021.15081875,78694.86775833333,78694.86775833333
70797,1,504.61,1,504.61,NaN,504.61,504.61,504.61,NaN,0.0,NaN,NaN,504.61,0.0,NaN,NaN
14352,1,282.55333333333334,3,614.02,-1.5000000000000004,54.9,614.02,54.9,0.5682843648722876,239.77308680407725,293.6608583610239,293.6608583610239,847.66,57491.13315555556,86236.69973333334,86236.69973333334
14512,1,137.64,2,126.32,-2.0000000000000013,148.96,148.96,126.32,0.0,11.320000000000007,16.008897526063446,16.008897526063446,275.28,128.14240000000018,256.28480000000036,256.28480000000036
17423,1,183.2975,4,449.42,-1.454267745551806,17.5,449.42,17.28,0.42565645031198746,180.40739374745706,208.31651468778628,208.31651468778628,733.19,32546.827718750006,43395.770291666675,43395.770291666675
13856,1,82.72,5,94.4,-1.5228004137003337,18.75,169.5,6.35,0.017762236330732345,62.202352045561746,69.54434376712459,69.54434376712459,413.6,3869.1326,4836.41575,4836.41575
15462,1,84.9,2,105.0,-2.000000000000002,64.8,105.0,64.8,-4.479937885252228E-16,20.1,28.42569260369921,28.42569260369921,169.8,404.01000000000005,808.0200000000001,808.0200000000001
16872,1,232.34,2,388.36,-1.9999999999999973,76.32,388.36,76.32,4.904438636082178E-16,156.02,220.6456000014503,220.6456000014503,464.68,24342.240400000002,48684.480800000005,48684.480800000005
17695,1,382.67,2,353.6,-1.9999999999999998,411.74,411.74,353.6,0.0,29.069999999999993,41.11118825818586,41.11118825818586,765.34,845.0648999999996,1690.1297999999992,1690.1297999999992
16764,1,156.93117647058818,17,176.68,-1.1103718715012887,2.95,355.77,2.95,-0.19127630141090707,108.67226768279843,112.01680955789364,112.01680955789364,2667.829999999999,11809.661763321797,12547.76562352941,12547.76562352941
12438,1,1453.425,2,890.07,-2.0,2016.78,2016.78,890.07,0.0,563.355,796.704281430695,796.704281430695,2906.85,317368.85602500004,634737.7120500001,634737.7120500001
70658,1,552.345,2,199.04,-1.999999999999999,905.65,905.65,199.04,0.0,353.305,499.6487226542264,499.6487226542264,1104.69,124824.42302500001,249648.84605000002,249648.84605000002
14234,1,193.86499999999998,4,369.78,-1.1568890767451798,113.64,369.78,82.56,0.6351948268015126,111.81991001158961,129.11851029190197,129.11851029190197,775.4599999999999,12503.692274999998,16671.589699999997,16671.589699999997
14295,1,166.2,1,166.2,NaN,166.2,166.2,166.2,NaN,0.0,NaN,NaN,166.2,0.0,NaN,NaN
15010,1,308.94,1,308.94,NaN,308.94,308.94,308.94,NaN,0.0,NaN,NaN,308.94,0.0,NaN,NaN
70597,1,45.3,1,45.3,NaN,45.3,45.3,45.3,NaN,0.0,NaN,NaN,45.3,0.0,NaN,NaN
16376,1,332.1666666666667,3,874.25,-1.4999999999999978,9.49,874.25,9.49,0.6692628962846627,385.62237870169764,472.2890306087294,472.2890306087294,996.5,148704.61895555552,223056.9284333333,223056.9284333333
17951,1,256.56,4,295.5,-1.1887794800713893,17.7,599.04,17.7,0.5455712020023078,221.46462877850266,255.72532608249813,255.72532608249813,1026.24,49046.58179999999,65395.44239999999,65395.44239999999
17838,1,498.75199999999995,5,717.16,-0.9088617853917182,466.6,717.16,218.4,-0.39447262658103477,169.8854661705939,189.93772537334442,189.93772537334442,2493.7599999999998,28861.071616,36076.33952,36076.33952
14293,1,246.47,3,364.92,-1.5000000000000002,231.39,364.92,143.1,0.2435484918839928,91.18326929870415,111.67624143030604,111.67624143030604,739.41,8314.388600000002,12471.582900000003,12471.582900000003
70474,1,403.08142857142855,7,651.6,-1.2878122265306275,12.75,836.79,11.7,-0.11674753404082218,291.53464108936015,314.8934022505908,314.8934022505908,2821.5699999999997,84992.44695510203,99157.85478095237,99157.85478095237
17262,1,292.94,4,268.86,-1.0060595249258706,298.0,584.5,20.4,0.14161803329539296,199.93169783703635,230.8612391315037,230.8612391315037,1171.76,39972.683800000006,53296.91173333334,53296.91173333334
14866,1,1247.908181818182,11,103.68,1.1939501816544773,192.45,5639.52,36.5,1.640758073922918,1749.0414214275836,1834.4101186093487,1834.4101186093487,13726.990000000002,3059145.8938694224,3365060.4832563647,3365060.4832563647
70249,1,285.533125,16,524.35,2.4904093597552963,2.5,1498.66,2.5,1.8108716032772214,405.44253049474764,418.7392449200935,418.7392449200935,4568.53,164383.64553398438,175342.55523625002,175342.55523625002
17857,1,972.9828571428573,21,1335.2,3.4672879764556637,43.2,5424.0,5.5,2.0510376302374493,1369.183097975692,1402.995179454095,1402.995179454095,20432.640000000003,1874662.355782313,1968395.4735714286,1968395.4735714286
70650,1,197.29,2,394.18,-2.000000000000001,0.4,394.18,0.4,0.0,196.89000000000001,278.4445082956387,278.4445082956387,394.58,38765.6721,77531.3442,77531.3442
13097,1,447.8938461538462,13,771.29,-1.3943405370941326,36.1,878.02,6.75,-0.26978825222520714,311.6037357714852,324.32745103106475,324.32745103106475,5822.620000000001,97096.88814674558,105188.2954923077,105188.2954923077
18283,1,130.93,16,108.45,0.4950395325320449,208.0,313.65,1.95,0.4915366514100185,75.36160021854631,77.83312602399229,77.83312602399229,2094.88,5679.3707875,6057.995506666667,6057.995506666667
16350,1,308.92333333333335,3,376.7,-1.5000000000000007,114.6,435.47,114.6,-0.6141311088953062,139.4863114749576,170.83514460828408,170.83514460828408,926.7700000000001,19456.43108888889,29184.646633333337,29184.646633333337
15510,1,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
14257,1,344.65,5,620.14,-0.5867607583417085,12.45,620.14,12.45,-0.4090425373925474,196.41997627532695,219.6042095452635,219.6042095452635,1723.2499999999998,38580.80708,48226.00885,48226.00885
12676,1,229.946,5,509.5,0.10190692955955916,151.68,509.5,121.55,1.3868868543508885,141.95413366295466,158.70954627872894,158.70954627872894,1149.73,20150.976064,25188.72008,25188.72008
18250,1,177.81,2,349.27,-2.000000000000001,6.35,349.27,6.35,-3.6952316376257396E-16,171.45999999999998,242.48105740449085,242.48105740449085,355.62,29398.531599999995,58797.06319999999,58797.06319999999
70335,1,316.3335714285715,14,136.65,-1.1256672441248738,3.25,826.7,3.25,0.5770079259000961,278.1512435350632,288.6511868783216,288.6511868783216,4428.670000000001,77368.11428010205,83319.50768626374,83319.50768626374
18155,1,98.855,4,113.93,-0.9218325107722505,23.8,152.63,23.8,-0.6397253324002921,46.879529914452,54.13181843118395,54.13181843118395,395.42,2197.690325,2930.2537666666667,2930.2537666666667
17867,1,221.43124999999998,8,25.5,-1.04308763734683,561.6,578.55,12.75,0.7120367355368258,217.35728233932605,232.36470886687098,232.36470886687098,1771.4499999999998,47244.1881859375,53993.35792678571,53993.35792678571
17733,1,346.095,2,216.95,-2.0000000000000004,475.24,475.24,216.95,0.0,129.145,182.63861051267338,182.63861051267338,692.19,16678.431025,33356.86205,33356.86205
12854,1,317.75,3,420.47,-1.500000000000001,18.65,514.13,18.65,-0.6077323548821466,214.92426014761574,263.22738535342404,263.22738535342404,953.25,46192.437600000005,69288.6564,69288.6564
14834,1,230.64333333333335,6,243.69,-0.4516814431912448,7.5,421.9,7.5,-0.30611054248541547,126.08514116350992,138.1193519629551,138.1193519629551,1383.8600000000001,15897.462822222224,19076.95538666667,19076.95538666667
16587,1,225.15,1,225.15,NaN,225.15,225.15,225.15,NaN,0.0,NaN,NaN,225.15,0.0,NaN,NaN
17866,1,166.79999999999998,2,329.65,-2.000000000000001,3.95,329.65,3.95,0.0,162.85,230.30467863245852,230.30467863245852,333.59999999999997,26520.122499999998,53040.244999999995,53040.244999999995
70545,1,489.5633333333333,3,16.9,-1.5000000000000004,1145.83,1145.83,16.9,0.5187941306891243,478.82033807635565,586.4327533770035,586.4327533770035,1468.6899999999998,229268.91615555555,343903.37423333334,343903.37423333334
18192,1,957.97,1,957.97,NaN,957.97,957.97,957.97,NaN,0.0,NaN,NaN,957.97,0.0,NaN,NaN
13471,1,632.895,4,941.67,-1.0940555130917113,92.24,941.67,92.24,-0.7210249389458917,337.6634785181838,389.9002004359577,389.9002004359577,2531.58,114016.62472499999,152022.16629999998,152022.16629999998
70195,1,424.22299999999996,20,1024.68,-1.0416064983720963,64.98,1024.68,17.28,0.5496530375923675,335.56581260760163,344.2832594352627,344.2832594352627,8484.46,112604.414591,118530.96272736842,118530.96272736842
70135,1,510.65173913043475,23,303.9,15.241541279206206,145.0,4418.0,9.95,4.002330351811038,863.6790431366835,883.0899845977407,883.0899845977407,11744.99,745941.4895534972,779847.920896838,779847.920896838
70082,1,218.97656249999997,32,161.0,2.498053761366969,10.45,925.64,3.25,1.3236332172494143,200.88006288904975,204.09434798972458,204.09434798972458,7007.249999999999,40352.79966630859,41654.502881350796,41654.502881350796
69497,1,332.91625,8,211.8,-1.5076179838748898,100.4,669.2,100.4,0.3234858753875529,214.49485506286044,229.30464539170217,229.30464539170217,2663.33,46008.0428484375,52580.62039821428,52580.62039821428
13329,1,274.8,3,304.2,-1.5000000000000009,35.4,484.8,35.4,-0.23480506753786107,184.6408405526795,226.13792251632634,226.13792251632634,824.4,34092.24000000001,51138.360000000015,51138.360000000015
69926,1,9157.402631578947,19,18.4,14.05427369067635,168469.6,168469.6,9.95,4.00668376779228,37550.957458904304,38579.94133076034,38579.94133076034,173990.65,1.4100744060804408E9,1.4884118730849097E9,1.4884118730849097E9
14298,1,1160.4736585365854,41,231.84,3.2276221834022385,664.86,5590.67,25.2,1.910173023256053,1349.094644989844,1365.8542272763884,1365.8542272763884,47579.42,1820056.3611402733,1865557.77016878,1865557.77016878
15312,1,185.72000000000003,5,289.74,-1.1644038940218493,3.75,318.16,3.75,-0.3746795125022588,113.64342145500551,127.05720778452519,127.05720778452519,928.6000000000001,12914.827240000008,16143.53405000001,16143.53405000001
12383,1,352.47200000000004,5,600.72,-1.595032663634604,11.25,651.16,11.25,-0.09111932140208436,249.6102253834967,279.07271591827106,279.07271591827106,1762.3600000000001,62305.26461600002,77881.58077000003,77881.58077000003
16326,1,211.4708333333333,12,267.2,-0.37729560748620106,25.0,380.53,25.0,-0.1946893710624135,92.71008741037238,96.83252819907287,96.83252819907287,2537.6499999999996,8595.160307638887,9376.538517424242,9376.538517424242
69405,1,494.885,4,224.75,-1.8657384932996022,703.37,713.08,224.75,-0.10012300420139915,217.1142029554953,250.70188704249253,250.70188704249253,1979.54,47138.57712500001,62851.43616666668,62851.43616666668
15321,1,711.4725000000001,4,1159.47,-1.8619479991232564,97.58,1238.54,97.58,-0.08609384339764262,496.44019928763834,573.2397653905389,573.2397653905389,2845.8900000000003,246452.87146875006,328603.8286250001,328603.8286250001
16394,1,210.1225,8,312.41,-1.4742377031179772,8.4,313.8,8.4,-0.6345103609188505,133.2133143448882,142.41102332434,142.41102332434,1680.98,17745.78711875,20280.89956428571,20280.89956428571
17979,1,131.11,4,231.77,-1.9611936678398667,19.9,262.87,9.9,0.023728217728309388,116.78255584632493,134.8488801090564,134.8488801090564,524.44,13638.165350000001,18184.22046666667,18184.22046666667
69541,1,251.97199999999998,5,152.16,-1.324798958178697,337.74,411.33,39.12,-0.44864378927111936,136.0741802694398,152.13555853251404,152.13555853251404,1259.86,18516.182536,23145.228170000002,23145.228170000002
18272,1,399.6,5,639.82,-0.8240349499045858,13.8,639.82,13.8,-0.6261686733403775,223.68866390588502,250.09152914483127,250.09152914483127,1998.0000000000002,50036.61835999999,62545.77294999999,62545.77294999999
13157,1,390.76250000000005,4,300.12,-0.9715244669969874,19.65,868.02,19.65,0.49717700971204903,305.7595457524589,353.0607120949597,353.0607120949597,1563.0500000000002,93488.89981875001,124651.86642500001,124651.86642500001
